m.09gjxn	 people person education	m.02zd2b
m.0694j	 location mailing address state province region	m.01r8pf
m.03ksy	 education educational institution students graduates	m.06b26l
m.025jbj	 people person spouse s	m.0g10g
m.09d5h	 broadcast broadcast content	m.07c52
m.0139q5	 film actor film	m.01v5rj
m.0g8dy	 education education student	m.06pwq
m.09gw12	 travel tourist attraction near travel destination	m.027l4q
m.0bl2g	 people person religion	m.03_gx
m.02vzc	 olympics olympic athlete affiliation country	m.03s6xl
m.0h7h6	 people place lived location	m.044st
m.0300lh	 education education student	m.0cwx_
m.01hj5m	 business company headquarters	m.020cgck
m.0c3jg4	 education education student	m.01w3v
m.07c5l	 location location contains	m.03gyl
m.01d5z	 baseball batting statistics team	m.05vdvy
m.043pph	 base schemastaging organization extra phone number	m.0d060g
m.07c1_2	 sports pro athlete teams	m.0jm74
m.01rk6d	 people person place of birth	m.068p2
m.058vp	 people person ethnicity	m.041rx
m.05ty4m	 influence influence node influenced	m.0fby2t
m.030q_yf	 people person nationality	m.09c7w0
m.041rx	 people ethnicity people	m.01x7tj
m.0sx9y	 people person nationality	m.09c7w0
m.0lbm2	 people person education	m.02l424
m.0c1jh	 influence influence node influenced by	m.0c1kr
m.01qgr3	 education education institution	m.06450g
m.03ldlh	 people person place lived	m.01qh7
m.06bq1f	 education education student	m.08815
m.032f9n	 business company member member of	m.015g1w
m.0rqrn	 location location containedby	m.0jryt
m.01pgzn_	 base popstra friendship participant	m.01q_ph
m.04b_8_9	 location location containedby	m.0jcgs
m.0xkq4	 people place lived location	m.01sd9r
m.01b510	 base schemastaging coach athlete relationship coach	m.01ym2x
m.067ghz	 film film release date s	m.03h64
m.05g76	 base schemastaging athlete salary team	m.05dgb1
m.0jmj7	 sports professional sports team draft picks	m.015fsv
m.01w3v	 education education institution	m.0277dtt
m.056jtl	 symbols namesake named after	m.044js
m.0l2tk	 education educational institution students graduates	m.02x4d4f
m.0byvyx	 people person nationality	m.09c7w0
m.03gvqc9	 location neighborhood neighborhood of	m.04f_d
m.06c62	 people place lived location	m.0gsw9q
m.02hp70	 education educational institution students graduates	m.0fvcl4
m.0fgwj1	 people person place lived	m.0q8sw
m.06qd3	 military military combatant military conflicts	m.06f32
m.05tbn	 base aareas schema administrative area administrative children	m.0zlt9
m.074l06	 sports sports team roster player	m.01y49
m.0r0m6	 people marriage location of ceremony	m.01pcq3
m.059j2	 military military combatant military conflicts	m.05vz3zq
m.09qb_3	 film film produced by	m.018p4y
m.015q1n	 education educational institution students graduates	m.07dqxj
m.0345h	 location location contains	m.0b_txd
m.02z8jxg	 people person education	m.03ksy
m.03f3yfj	 education education student	m.026vcc
m.03wbx26	 people person education	m.0gl5_
m.05krk	 education educational institution students graduates	m.03clx2
m.01fdg8	 people person place lived	m.0d0x8
m.03qtm_	 people person nationality	m.09c7w0
m.01hjy5	 education education institution	m.02z13gd
m.0fmbt	 location administrative division second level division of	m.09c7w0
m.04gxf	 symbols namesake named after	m.0gzh
m.07147	 baseball batting statistics team	m.031hdb
m.0846v	 location location contains	m.02r12h7
m.03ksy	 education educational institution students graduates	m.08mpv2
m.02j9z	 base schemastaging phone sandbox service location	m.01713t
m.03mc7r3	 location location containedby	m.050ks
m.013807	 education educational institution students graduates	m.037mh8
m.04yj5z	 people person place lived	m.01dzyc
m.05fkf	 location location contains	m.032bvw
m.088sp5	 sports sports team roster player	m.05m_8
m.02_l39	 business company relationship parent	m.04cy8l
m.017khj	 people person nationality	m.02jx1
m.0d060g	 base schemastaging phone sandbox service location	m.066t7w
m.07pf4g	 education education student	m.0f1nl
m.07b_l	 location location contains	m.010619
m.06qd3	 film film cut film release region	m.0g1llb
m.05kkh	 location location people born here	m.01y_84
m.02dhs3	 base represent agent celebrity represented	m.032lfz
m.073jm1t	 people sibling relationship sibling	m.01c9j8
m.03ksy	 education educational institution students graduates	m.0fm2h
m.04shbh	 base popstra celebrity endorsements	m.06q07
m.01xvb	 sports sports team roster	m.0cmld3
m.01whn1j	 people person nationality	m.09c7w0
m.05bjp6	 education educational institution students graduates	m.033jkj
m.09yrh	 base popstra celebrity friendship	m.016z2j
m.093xqq	 people person nationality	m.09c7w0
m.069vt	 aviation airline airports served	m.01sgmd
m.028r_3	 olympics olympic athlete country	m.0d060g
m.0v9qg	 location location containedby	m.09c7w0
m.04ych	 government political district representatives	m.0d01f2
m.03c097	 people person profession	m.02y5kn
m.0d401	 government government position held office holder	m.082g6
m.01y49	 sports sports team roster	m.06cx7p
m.059g4	 periodicals newspaper circulation area newspapers	m.015tcy
m.0488g	 location us state capital	m.0ftyc
m.01q8hj	 education education institution	m.06ghw6
m.06zzry	 people person place of birth	m.0ygbf
m.02bxjp	 people person education	m.0212zp
m.04plfw	 sports sports league draft pick player	m.05g49
m.0489rhc	 location location containedby	m.01n7q
m.043vc	 sports sports team roster	m.02prfwx
m.0f67f	 location location people born here	m.05wv5x
m.02zs4	 business company board membership organization	m.09k8g7
m.01vkh4	 people person place of birth	m.0k3p
m.05k17c	 organization role leaders	m.01mpwj
m.059g4	 base locations continents countries within	m.02k8k
m.0194xc	 education education student	m.0g8rj
m.013yvd	 people deceased person place of death	m.0hsqf
m.0l2tk	 education educational institution campus educational institution	m.0l2tk
m.09c7w0	 location country first level divisions	m.050ks
m.06hhp	 military armed force personnel	m.03_j8
m.02vzc	 olympics olympic participating country medals won	m.045szg
m.01ypc	 sports sports team roster team	m.06hhc6
m.028_sy	 people person place lived	m.02_286
m.02sjwc	 influence influence node influenced by	m.05sfjl
m.01wdl3	 education educational institution students graduates	m.040v_7
m.0599y	 business company headquarters	m.0rsjf
m.015_1q	 music record label artist	m.01l03w2
m.01vsy95	 people person place lived	m.01cx_
m.0jmgb	 sports sports team roster team	m.02lm0t
m.01zgfh	 location location containedby	m.07ssc
m.05g3ss	 people person nationality	m.03rk0
m.048q0xh	 location location containedby	m.09c7w0
m.04rrd	 people place lived location	m.0g0jlm
m.030qb3t	 people place lived location	m.02pjvc
m.037rm9	 people sibling relationship sibling	m.037rnd
m.0b90_r	 base schemastaging phone sandbox service location	m.05w7vq
m.08qq05	 people person place of birth	m.030qb3t
m.0jmj7	 sports professional sports team draft picks	m.037njl
m.0pmq2	 people place lived location	m.06z07w
m.01wdj_	 education education institution	m.0fnj40
m.01x73	 location location contains	m.0rg7x
m.02dv34	 people person nationality	m.07ssc
m.02xxsl	 music artist origin	m.0hptm
m.07tds	 organization leadership organization	m.065jc1
m.01pvx3	 business company board membership organization	m.03wrj97
m.01zc0z	 business company board membership organization	m.03b91z
m.04bpvh	 people person place lived	m.01m5nq
m.0fhp9	 base popstra location vacationers	m.02t244
m.08gyz8	 people person education	m.01h8rk
m.01j7rd	 base popstra friendship participant	m.04t2l2
m.07t65	 business company membership organization	m.07f1x
m.01fkxr	 people person nationality	m.09c7w0
m.01rxqd	 people person nationality	m.09c7w0
m.01pl14	 location location containedby	m.0fvvz
m.0yxl	 influence influence node influenced	m.07rd7
m.012052	 people person place of birth	m.02cx_2
m.08sxh3	 government government position held office holder	m.03spz
m.07tg4	 education educational institution students graduates	m.0h7v9
m.021pfw	 people person place lived	m.0s0ny
m.0jmfv	 sports sports team roster team	m.04crlyk
m.015h5t	 people person place lived	m.0cr3d
m.0pc7r	 people place lived location	m.027ygl
m.0yfp	 people person spouse s	m.0ycht
m.0hz35	 location location people born here	m.07k44g
m.0bwjj	 sports professional sports team draft picks	m.026h__9
m.04sv4	 business person company	m.01g4wh
m.01gn36	 influence influence node influenced	m.014z8v
m.04mjl	 baseball batting statistics team	m.06vdk2
m.03hpkp	 education educational institution students graduates	m.02rqlbn
m.0x67	 people ethnicity people	m.04pj46
m.01ljpm	 education educational institution students graduates	m.0h6mq
m.0487_	 sports sports team roster team	m.02r1d2m
m.01p8s	 base popstra vacation choice location	m.03qpbs
m.06j3p	 education education student	m.0gl5_
m.0krz6v	 people person place lived	m.07kg3
m.02bf58	 business company headquarters	m.03v0t
m.044st	 people person nationality	m.0d060g
m.02z3yw	 people person place of birth	m.0cr3d
m.04bbv6r	 location location containedby	m.0fpn8
m.06dkzt	 people person nationality	m.09c7w0
m.0fygvb	 people marriage spouse	m.0mc8l
m.0h7hcy	 film performance actor	m.028cd31
m.09l7dr	 people person education	m.05krk
m.0j_4l	 people person nationality	m.09c7w0
m.01ync	 sports sports team roster	m.05bngb
m.028hc2	 music artist origin	m.04bx1pn
m.01yzhn	 base popstra friendship participant	m.0dx_q
m.0b76ty	 american football football player games	m.0289q
m.03gyl	 government government position held jurisdiction of office	m.0pvcp
m.05cmtz	 baseball baseball player batting stats	m.049n7
m.0tqcc	 location location people born here	m.04t20y
m.0301y_	 people ethnicity people	m.01rfc7
m.02fz1g	 business company headquarters	m.09c7w0
m.01pcvn	 base popstra celebrity friendship	m.058t2d
m.0k9wp	 education educational institution students graduates	m.024vql
m.02lqkv	 people person education	m.0lyjf
m.03ptpn	 business company phone number	m.09c7w0
m.0f8l9c	 base schemastaging phone sandbox service location	m.07yw2
m.0vmt	 location administrative division first level division of	m.09c7w0
m.04ly1	 location location contains	m.0p4bs
m.02wmy	 location location containedby	m.07c5l
m.05tbn	 location location contains	m.0ll5s
m.0y299	 location location people born here	m.01vgzm
m.0bkbz	 people ethnicity people	m.0kpbr
m.02xry	 government political district representatives	m.07t58
m.02c2g6	 base popstra canoodled participant	m.01ztgm
m.066b8s	 baseball baseball player batting stats	m.02__x
m.029_19	 people person children	m.05n5l7g
m.09c7w0	 location country second level divisions	m.0kwmc
m.01vs_v8	 base popstra vacation choice vacationer	m.04vmp
m.0jnpc	 sports sports team roster team	m.035356
m.01nnsv	 education education institution	m.021ph1
m.015btn	 people profession people with this profession	m.0270b2m
m.0f2vk4	 sports sports league draft pick player	m.0jm3v
m.0f1_65	 education education student	m.09kvv
m.04z3v	 business company board membership organization	m.01xcly
m.01n7jb	 business company headquarters	m.09c7w0
m.05qtj	 base biblioness bibs topic is really	m.05qtj
m.0gyh	 location location partially contains	m.06chhw
m.0kpys	 people place lived location	m.035g62
m.030_wt	 soccer football player stats player	m.011v3
m.0jm7n	 basketball basketball player stats team	m.04q4q0
m.0102qq	 location hud county place place	m.0102qq
m.0krg3s	 education education student	m.015fs3
m.078g3l	 education education student	m.01p5xy
m.037k86	 baseball baseball player batting stats	m.01yjl
m.0dg3n1	 base locations continents countries within	m.0hzlz
m.04vjh	 business company membership member	m.07t65
m.0b_zw	 base nobelprizes nobel honor nobel prize winner	m.08849
m.06hrk	 business company board membership member	m.0sxdg
m.01d0bh	 people person place lived	m.052p7
m.02ph73b	 base athletics athletics championships competition athlete relationship athlete s	m.09c7w0
m.04r6sk	 sports sports team roster player	m.01y3c
m.0mp4c	 people person ethnicity	m.022fdt
m.013807	 sports sports league draft pick school	m.0jmj7
m.013yq	 people place lived location	m.018t4c
m.026lj	 people person education	m.0h6rm
m.0jmcv	 base schemastaging athlete salary team	m.07d770
m.09jz1s	 business company board membership member	m.0178g
m.026t0wx	 people person ethnicity	m.0x67
m.0bmfy	 business employment tenure person	m.01bfgd
m.02qkm0n	 people person employment history	m.01_4mn
m.01c8c6	 people place lived location	m.01mpvdt
m.01vs_v8	 celebrities celebrity celebrity friends	m.015f7
m.0g55qp	 people person nationality	m.09c7w0
m.0c8ld9	 sports sports team roster player	m.06x76
m.0cwx_	 education educational institution students graduates	m.037mh8
m.06v5jc	 people person place of birth	m.01_d4
m.050ks	 location statistical region religions	m.08z2cs
m.02_286	 location location people born here	m.052c5f
m.05krk	 sports sports league draft pick school	m.02896
m.0rp46	 people place lived location	m.03k3lg
m.0hyxv	 people place lived location	m.07j69v
m.01jq0j	 education educational institution students graduates	m.04jyvv
m.03d38x1	 base schemastaging athlete extra salary	m.03wnh
m.059rby	 people place lived location	m.031l24
m.07g253	 people person place lived	m.0rzk8
m.07tg4	 education education institution	m.01l3vf
m.017l75	 location administrative division country	m.0ctw_b
m.01k8vh	 sports professional sports team draft picks	m.01jsn5
m.0f8l9c	 location mailing address country	m.016drc
m.0chrx	 location location people born here	m.0kvnn
m.045bg	 influence peer relationship peers	m.0gsjk
m.02pvbqn	 people person ethnicity	m.041rx
m.01yx1b	 education education institution	m.01fhry
m.04g2klq	 people person place lived	m.020d8d
m.0j3b	 location partial containment relationship partially contained by	m.06mkj
m.0d06m5	 symbols namesake named after	m.0jrc0
m.059yj	 sports sports league teams	m.02c_4
m.01wrcxr	 base popstra dated participant	m.0gyx4
m.07t90	 business person company	m.03gkn5
m.0cwx_	 education education institution	m.05z4lq
m.07sryb	 baseball baseball player batting stats	m.01ypc
m.03qlk53	 people person nationality	m.07ssc
m.013b9_	 business person company	m.01dhpj
m.06dr8q	 business employer employees	m.02jkf8
m.0cjlh9	 people person nationality	m.0d060g
m.0bwfn	 education education institution	m.03hy3g
m.03y5l8	 education education student	m.03_fmr
m.03cbv5s	 people person place of birth	m.0sqgt
